sco_id,sco_title,title,sco_author,author,sco_date,date,id,subject
https://shakespeareandco.princeton.edu/books/gay-beggars-opera/,The Beggar's Opera,The beggar's opera,"Gay, John","pepusch, john christopher;gay, john;smith, edward;roberts, edgar v.",1728,1969,http://lccn.loc.gov/68021878,english drama;ballad operas;restoration;vocal scores with piano;librettos
https://shakespeareandco.princeton.edu/books/richardson-pamela/,Pamela,Pamela /,"Richardson, Samuel","richardson, samuel",1740,1980,http://lccn.loc.gov/2011659121,"pamela;richardson, samuel"
https://shakespeareandco.princeton.edu/books/richardson-familiar-letters-important/,Familiar Letters on Important Occasions,Familiar letters on important occasions /,"Richardson, Samuel","richardson, samuel",1741,1978,http://lccn.loc.gov/78000740,early works to 1800;letter writing
https://shakespeareandco.princeton.edu/books/fielding-joseph-andrews/,Joseph Andrews,Joseph Andrews;,"Fielding, Henry","fielding, henry",1742,1967,http://lccn.loc.gov/67078009,england;household employees;social classes;clergy;male friendship;young men;fiction
https://shakespeareandco.princeton.edu/books/fielding-jonathan-wild-journal/,Jonathan Wild and the Journal of a Voyage to Lisbon,"Jonathan Wild ; [and], The journal of a voyage to Lisbon /","Fielding, Henry","fielding, henry",1743,1973,http://lccn.loc.gov/74196377,"english channel;atlantic ocean;criminals;wild, jonathan;london (england);travel;fielding, henry;fiction;19th century;18th century;diaries;authors, english;ocean travel;history"
https://shakespeareandco.princeton.edu/books/richardson-clarissa-history-young/,Clarissa: Or the History of a Young Lady,"Clarissa; or, The history of a young lady,","Richardson, Samuel","richardson, samuel",1748,1874,http://lccn.loc.gov/08028123,england;rape victims;kidnapping victims;crimes against;fiction;conflict of generations;young women
https://shakespeareandco.princeton.edu/books/smollett-adventures-roderick-random/,The Adventures of Roderick Random,The adventures of Roderick Random,"Smollett, Tobias","smollett, t. (tobias)",1748,1964,http://lccn.loc.gov/81478311,england;sailors;fiction;scots;sea stories;impressment;warships;rogues and vagabonds
https://shakespeareandco.princeton.edu/books/nugent-grand-tour/,The Grand Tour,The grand tour;,"Nugent, Thomas","nugent, thomas",1749,1756,http://lccn.loc.gov/03005436,europe;early works to 1800;description and travel
https://shakespeareandco.princeton.edu/books/fielding-history-tom-jones/,"The History of Tom Jones, a Foundling","The history of Tom Jones, a foundling /","Fielding, Henry","fielding, henry",1749,1979,http://lccn.loc.gov/79115331,foundlings;fiction;england;young men;identity (psychology)
https://shakespeareandco.princeton.edu/books/fielding-amelia/,Amelia,Amelia.,"Fielding, Henry","fielding, henry",1751,1892,http://lccn.loc.gov/12026507,married women;england;fiction
https://shakespeareandco.princeton.edu/books/smollett-adventures-peregrine-pickle/,The Adventures of Peregrine Pickle,"The adventures of Peregrine Pickle,","Smollett, Tobias","king, alexander;smollett, t. (tobias)",1751,1929,http://lccn.loc.gov/30005082,
https://shakespeareandco.princeton.edu/books/paltock-life-adventures-peter/,The Life and Adventures of Peter Wilkins,"The life and adventures of Peter Wilkins,","Paltock, Robert","paltock, robert;r. s.;s., r.",1751,1835,http://www.loc.gov/item/78260643/,adventure stories
https://shakespeareandco.princeton.edu/books/smollett-adventures-ferdinand-count/,The Adventures of Ferdinand Count Fathom,"The adventures of Ferdinand, Count Fathom.","Smollett, Tobias","smollett, t. (tobias);stothard, thomas",1753,1784,http://lccn.loc.gov/70239304,
https://shakespeareandco.princeton.edu/books/voltaire-candide/,Candide,Candide,Voltaire,"dilworth, ernest;voltaire;aldington, richard",1759,1992,http://lccn.loc.gov/92050226,"philosophy, modern;translations into english;voltaire;civilization;great britain;18th century;imaginary letters"
https://shakespeareandco.princeton.edu/books/johnson-history-rasselas-prince/,"The History of Rasselas, Prince of Abissinia","The history of Rasselas, prince of Abissinia,","Johnson, Samuel","johnson, samuel",1759,1902,http://lccn.loc.gov/03001773,
https://shakespeareandco.princeton.edu/books/sterne-life-opinions-tristram/,"The Life and Opinions of Tristram Shandy, Gentleman","The life and opinions of Tristram Shandy, gentleman /","Sterne, Laurence","sterne, laurence",1759,1983,http://lccn.loc.gov/82006410,infants;authorship;fetus;fiction
https://shakespeareandco.princeton.edu/books/smollett-life-adventures-sir/,The Life and Adventures of Sir Launcelot Greaves,The life and adventures of Sir Launcelot Greaves,"Smollett, Tobias","fitzpatrick, barbara laning;smollett, t. (tobias);folkenflik, robert",1760,2014,http://lccn.loc.gov/2016299916,knights and knighthood;mentally ill;quests (expeditions);fiction
https://shakespeareandco.princeton.edu/books/rousseau-emile-education/,"Emile, or On Education","Emile : or, On education /","Rousseau, Jean-Jacques","rousseau, jean-jacques",1762,1979,http://lccn.loc.gov/78073765,early works to 1800;education
https://shakespeareandco.princeton.edu/books/collins-poetical-works-william/,The Poetical Works of William Collins,The poetical works of William Collins /,"Collins, William","collins, william",1765,1827,http://lccn.loc.gov/00521879,
https://shakespeareandco.princeton.edu/books/swift-journal-stella/,Journal to Stella,"Journal to Stella,","Swift, Jonathan","swift, jonathan",1766,1948,http://lccn.loc.gov/a49002389,"johnson, esther"
https://shakespeareandco.princeton.edu/books/goldsmith-vicar-wakefield/,The Vicar of Wakefield,"The vicar of Wakefield,","Goldsmith, Oliver","goldsmith, oliver",1766,1894,http://lccn.loc.gov/34035376,england;poor families;prisoners;fiction;children of clergy;clergy;abduction;domestic fiction
https://shakespeareandco.princeton.edu/books/smollett-expedition-humphry-clinker/,The Expedition of Humphry Clinker,"The expedition of Humphry Clinker,","Smollett, Tobias","smollett, t. (tobias)",1771,1831,http://catalog.loc.gov/cgi-bin/Pwebrecon.cgi?DB=local&BBID=21338561&v3=1,
https://shakespeareandco.princeton.edu/books/paine-common-sense/,Common Sense,Common sense,"Paine, Thomas","paine, thomas",1776,2013,http://lccn.loc.gov/2013474058,"human rights;philosophy;paine, thomas;united states;common sense;early works to 1800;great britain;political science;colonies"
https://shakespeareandco.princeton.edu/books/gibbon-history-decline-fall/,The History of the Decline and Fall of the Roman Empire,The history of the decline and fall of the Roman Empire /,"Gibbon, Edward","gibbon, edward",1776,1846,http://lccn.loc.gov/88209509,"byzantine empire;empire, 30 c.-476 a.d;rome;history"
https://shakespeareandco.princeton.edu/books/burney-evelina-history-young/,"Evelina: Or, the History of a Young Lady's Entrance into the World","Evelina; or, The history of a young lady's entrance into the world,","Burney, Fanny","burney, fanny",1778,1930,http://lccn.loc.gov/31014628,socialites;young women;debutantes;london (england);fiction
https://shakespeareandco.princeton.edu/books/st-john-de-crevecoeur-letters-american-farmer/,Letters from an American Farmer,"Letters from an American farmer,","St. John de Crèvecoeur, J. Hector","st. john de crèvecoeur, j. hector;blake, warren barton",1783,1912,http://lccn.loc.gov/a13000543,united states;nantucket (mass.);early works to 1800;description and travel
https://shakespeareandco.princeton.edu/books/grose-classical-dictionary-vulgar/,A Classical Dictionary of the Vulgar Tongue,A classical dictionary of the vulgar tongue.,"Grose, Francis","grose, francis;joseph meredith toner collection (library of congress)",1785,1785,http://lccn.loc.gov/ca17003363,early works to 1800;dictionaries;slang;english language
https://shakespeareandco.princeton.edu/books/lempriere-classical-dictionary-containing/,Classical Dictionary: Containing a Full Account of all the Proper Names Mentioned in Ancient Authors,"Lempriere's Classical dictionary, containing a full account of all the proper names mentioned in ancient authors, with tables of coins, weights, and measures, in use among the Greeks and Romans: to which is prefixed, a chronological table.","Lemprière, John","lemprière, john",1788,1853,http://lccn.loc.gov/45031495,classical dictionaries
https://shakespeareandco.princeton.edu/books/franklin-autobiography-benjamin-franklin/,The Autobiography of Benjamin Franklin,The autobiography of Benjamin Franklin.,"Franklin, Benjamin","franklin, benjamin",1789,1896,http://lccn.loc.gov/14005955,"franklin, benjamin"
https://shakespeareandco.princeton.edu/books/boswell-life-samuel-johnson/,Life of Samuel Johnson,Life of Samuel Johnson.,"Boswell, James","ehrenpreis, irvin;ehrenpreis, ann henry;boswell, james",1791,1965,http://lccn.loc.gov/65004451,"johnson, samuel"
https://shakespeareandco.princeton.edu/books/radcliffe-mysteries-udolpho/,The Mysteries of Udolpho,The mysteries of Udolpho /,"Radcliffe, Ann","radcliffe, ann ward",1794,1998,http://lccn.loc.gov/97037481,castles;italy;guardian and ward;orphans;fiction;inheritance and succession;young women
https://shakespeareandco.princeton.edu/books/foster-coquette-history-eliza/,"The Coquette; Or, the History of Eliza Wharton","The coquette : or, The history of Eliza Wharton","Foster, Hannah Webster","foster, hannah webster",1797,2015,http://lccn.loc.gov/2015006029,"literary collections / american / general;biographical fiction;fiction;fiction / classics;whitman, elizabeth;historical fiction"
https://shakespeareandco.princeton.edu/books/wordsworth-lyrical-ballads-poems/,Lyrical Ballads,Lyrical ballads /,"Wordsworth, William;Coleridge, Samuel Taylor","wordsworth, william",1798,1997,http://lccn.loc.gov/97009672,
https://shakespeareandco.princeton.edu/books/godwin-memoirs-mary-wollstonecraft/,Memoirs of Mary Wollstonecraft,Memoirs of Mary Wollstonecraft.,"Godwin, William","godwin, william",1798,1972,http://lccn.loc.gov/72088303,"18th century;great britain;wollstonecraft, mary;feminists;authors, english;biography"
https://shakespeareandco.princeton.edu/books/scott-lady-lake/,The Lady of the Lake,The Lady of the lake,"Scott, Walter","scott, walter",1810,1885,http://lccn.loc.gov/28019734,lady of the lake (legendary character);poetry
https://shakespeareandco.princeton.edu/books/austen-sense-sensibility/,Sense and Sensibility,Sense and sensibility,"Austen, Jane","bastin, marjolein;austen, jane",1811,2021,http://lccn.loc.gov/2021932670,
https://shakespeareandco.princeton.edu/books/grimm-grimms-fairy-tales/,Grimms' Fairy Tales,Grimm's fairy tales.,"Grimm, Jacob;Grimm, Wilhelm","grimm, wilhelm;sayers, frances clarke;olcott, frances jenkins;grimm, jacob",1812,1968,http://lccn.loc.gov/68010477,fairy tales;germany
https://shakespeareandco.princeton.edu/books/wyss-swiss-family-robinson/,The Swiss Family Robinson,The Swiss family Robinson,"Wyss, Johann David","wyss, johann david",1812,2016,http://lccn.loc.gov/2016296319,"juvenile works;robinsonades;families;juvenile fiction;translations into english;translations;family life;shipwrecks;wyss, johann david;swiss;islands;fiction;survival"
https://shakespeareandco.princeton.edu/books/austen-pride-prejudice/,Pride and Prejudice,Pride and prejudice,"Austen, Jane","austen, jane;hamill, kate",1813,2018,http://lccn.loc.gov/2019457187,"pride and prejudice (austen, jane);england;adaptations;austen, jane;social classes;drama;pride and prejudice;marriage;sisters;young women;courtship"
https://shakespeareandco.princeton.edu/books/austen-mansfield-park/,Mansfield Park,Mansfield Park,"Austen, Jane","austen, jane",1814,2017,http://lccn.loc.gov/2016035406,social life and customs;adoptees;england;country homes;uncles;cousins;love stories;social classes;fiction / classics;children of the rich;young women;fiction;domestic fiction;19th century;fiction / literary
https://shakespeareandco.princeton.edu/books/scott-waverley/,Waverley,Waverley;,"Scott, Walter","scott, walter",1814,1850,http://www.loc.gov/item/08005785/,fiction;jacobite rebellion
https://shakespeareandco.princeton.edu/books/austen-emma/,Emma,Emma /,"Austen, Jane","austen, jane",1815,2010,http://lccn.loc.gov/2010028149,"social life and customs;examinations;england;mate selection;austen, jane;fiction;fathers and daughters;emma;female friendship;young women;study guides;19th century"
https://shakespeareandco.princeton.edu/books/peacock-headlong-hall/,Headlong Hall,Headlong Hall ...,"Peacock, Thomas Love","peacock, thomas love",1816,1822,http://lccn.loc.gov/07033752,
https://shakespeareandco.princeton.edu/books/coleridge-biographia-literaria/,Biographia Literaria,Biographia literaria;,"Coleridge, Samuel Taylor","coleridge, samuel taylor",1817,1898,http://lccn.loc.gov/04014010,
https://shakespeareandco.princeton.edu/books/hazlitt-characters-shakespeares-plays/,Characters of Shakespeare's Plays,Characters of Shakespeare's plays.,"Hazlitt, William","hazlitt, william",1817,1848,http://lccn.loc.gov/17030441,"shakespeare, william;characters"
https://shakespeareandco.princeton.edu/books/austen-northanger-abbey/,Northanger Abbey,Northanger Abbey.,"Austen, Jane","austen, jane",1817,1893,http://lccn.loc.gov/00007082,england;satire;gothic fiction;fiction;books and reading;appreciation;young women;love stories;horror tales
https://shakespeareandco.princeton.edu/books/austen-persuasion/,Persuasion,"Persuasion,","Austen, Jane","austen, jane",1817,1892,http://www.loc.gov/item/00007086/,ship captains;england;motherless families;rejection (psychology);fiction;young women;love stories;psychological fiction
https://shakespeareandco.princeton.edu/books/scott-rob-roy/,Rob Roy,Rob Roy.,"Scott, Walter","scott, walter",1817,1846,http://lccn.loc.gov/25003154,outlaws;rob roy;fiction
https://shakespeareandco.princeton.edu/books/thomson-seasons-summer/,The Seasons: Summer,"The seasons : containing spring, summer, autumn, winter","Thomson, James","marian s. carson collection (library of congress);thomson, james;johnson, samuel",1817,1788,http://lccn.loc.gov/97189518,seasons;poetry
https://shakespeareandco.princeton.edu/books/evelyn-diary-john-evelyn/,The Diary of John Evelyn,The diary of John Evelyn;,"Evelyn, John","evelyn, john",1818,1966,http://lccn.loc.gov/66078089,"social life and customs;diaries;stuarts;evelyn, john;early works to 1800;great britain;court and courtiers;history"
https://shakespeareandco.princeton.edu/books/scott-heart-midlothian/,The Heart of Midlothian,"The heart of Midlothian,","Scott, Walter","hole, william;scott, walter",1818,1898,http://www.loc.gov/item/26026880/,porteous riots;england;women travelers;pardon;scotland;george ii;fiction;scots;legal stories;great britain;historical fiction;18th century;sisters;trials (murder);women prisoners;history
https://shakespeareandco.princeton.edu/books/hazlitt-lectures-english-comic/,Lectures on the English Comic Writers,Lectures on the English comic writers.,"Hazlitt, William","hazlitt, william",1819,1841,http://lccn.loc.gov/15008270,"english literature;early modern;history and criticism;18th century;hogarth, william;english wit and humor"
https://shakespeareandco.princeton.edu/books/irving-rip-van-winkle/,Rip Van Winkle,Rip Van Winkle.,"Irving, Washington","irving, washington",1819,1967,http://lccn.loc.gov/67019272,"hudson river valley (n.y. and n.j.);van winkle, rip (fictitious character);catskill mountains region (n.y.);fiction;new york (state);history"
https://shakespeareandco.princeton.edu/books/scott-bride-lammermoor/,The Bride of Lammermoor,The bride of Lammermoor.,"Scott, Walter","cole, john william;scott, walter",1819,1823,http://lccn.loc.gov/23001488,
https://shakespeareandco.princeton.edu/books/scott-ivanhoe/,Ivanhoe,Ivanhoe...,"Scott, Walter","scott, walter",1820,1866,http://lccn.loc.gov/unk82045638,(fictitious character);england;jews;richard i;fiction;knights and knighthood;ivanhoe;historical fiction;great britain;love stories;history
https://shakespeareandco.princeton.edu/books/de-quincey-confessions-english-opium/,Confessions of an English Opium Eater,"Confessions of an English opium-eater,","de Quincey, Thomas","de quincey, thomas",1821,1868,http://lccn.loc.gov/23002026,"drug addicts;england;de quincey, thomas;great britain;biography;authors, english;opium abuse;19th century"
https://shakespeareandco.princeton.edu/books/hazlitt-lectures-dramatic-literature/,Lectures on the Dramatic Literature of the Age of Elizabeth,Lectures on the dramatic literature of the age of Elizabeth.,"Hazlitt, William","hazlitt, william",1821,1845,http://lccn.loc.gov/34032779,english drama;early modern;history and criticism;early modern and elizabethan;english literature
https://shakespeareandco.princeton.edu/books/disraeli-literary-character-men/,Literary Character of Men of Genius,"The literary character; or, The history of men of genius, drawn from their own feelings and confessions.","Disraeli, Isaac","disraeli, isaac",1822,1839,http://lccn.loc.gov/32008099,"dlc;authors, english;litterateurs;bookplates (provenance);biography"
https://shakespeareandco.princeton.edu/books/hazlitt-table-talk/,Table-Talk,Table talk;,"Hazlitt, William","hazlitt, william",1822,1821,http://lccn.loc.gov/43019750,
https://shakespeareandco.princeton.edu/books/scott-fortunes-nigel/,The Fortunes of Nigel,"The fortunes of Nigel,","Scott, Walter","scott, walter",1822,1900,http://www.loc.gov/item/43042356/,james i;england;london (england);i;james;king of england;17th century;fiction;scots;great britain;historical fiction;history
https://shakespeareandco.princeton.edu/books/hazlitt-liber-amoris-new/,"Liber Amoris, Or, The New Pygmalion","Liber amoris, or, The new Pygmalion /","Hazlitt, William","hazlitt, william",1823,1992,http://lccn.loc.gov/92033464,"correspondence;love-letters;biography;hazlitt, william;authors, english;imaginary letters;19th century;relations with women"
https://shakespeareandco.princeton.edu/books/scott-quentin-durward/,Quentin Durward,"Quentin Durward,","Scott, Walter","simonds, william edward;scott, walter",1823,1919,http://lccn.loc.gov/19006405,xi;historical fiction;king of france;louis;charles;fiction;scots;duke of burgundy;france;louis xi;history
https://shakespeareandco.princeton.edu/books/lamb-essays-elia/,The Essays of Elia,The essays of Elia...,"Lamb, Charles","lamb, charles",1823,1854,http://lccn.loc.gov/unk82011222,
https://shakespeareandco.princeton.edu/books/byron-don-juan/,Don Juan,Don Juan.,"Byron, George Gordon Byron","byron, george gordon byron",1824,1957,http://lccn.loc.gov/54007341,
https://shakespeareandco.princeton.edu/books/goethe-wilhelm-meister/,Wilhelm Meister,Wilhelm Meister.,"Goethe, Johann Wolfgang von","goethe, johann wolfgang von",1824,1957,http://lccn.loc.gov/59048708,
https://shakespeareandco.princeton.edu/books/coleridge-aids-reflection/,Aids to Reflection,Aids to reflection,"Coleridge, Samuel Taylor","coleridge, samuel taylor;coleridge, derwent",1825,1854,http://lccn.loc.gov/31020570,
https://shakespeareandco.princeton.edu/books/peacock-misfortunes-elphin/,The Misfortunes of Elphin,"The misfortunes of Elphin,","Peacock, Thomas Love","peacock, thomas love",1829,1829,http://lccn.loc.gov/51052453,
https://shakespeareandco.princeton.edu/books/bunyan-pilgrims-progress-life/,"The Pilgrim's Progress, With a Life of John Bunyan",Pilgrim's progress,"Bunyan, John;Southey, Robert","bunyan, john",1830,2014,http://lccn.loc.gov/2014504286,christian fiction;christian pilgrims and pilgrimages;fiction
https://shakespeareandco.princeton.edu/books/peacock-crotchet-castle/,Crotchet Castle,Crotchet castle,"Peacock, Thomas Love","bevis, matthew;peacock, thomas love;johnston, freya",1831,2015,http://lccn.loc.gov/2015021714,
https://shakespeareandco.princeton.edu/books/hugo-dame-paris/,Notre-Dame de Paris,"Notre Dame de Paris,","Hugo, Victor","hugo, victor",1831,1888,http://lccn.loc.gov/09003016,paris (france);fiction
https://shakespeareandco.princeton.edu/books/scott-count-robert-paris/,Count Robert of Paris,"Count Robert of Paris,","Scott, Walter","scott, walter",1832,1870,http://www.loc.gov/item/45029158/,fiction;crusades;first
https://shakespeareandco.princeton.edu/books/irving-alhambra/,The Alhambra,The Alhambra.,"Irving, Washington","pennell, elizabeth robins;pennell, joseph;irving, washington",1832,1896,http://www.loc.gov/item/2021667043/,"architecture, spanish;granada;andalucía;castles and palaces;alhambra (granada, spain);legends;boabdil, king of granada, approximately 1460-approximately 1527;spain;description and travel"
https://shakespeareandco.princeton.edu/books/balzac-eugenie-grandet/,Eugénie Grandet,Eugénie Grandet,"Balzac, Honoré de","balzac, honoré de",1833,1886,http://lccn.loc.gov/03023177,
https://shakespeareandco.princeton.edu/books/marryat-peter-simple/,Peter Simple,"Peter Simple,","Marryat, Frederick","marryat, frederick",1834,1926,http://lccn.loc.gov/36037117,
https://shakespeareandco.princeton.edu/books/bulwer-lytton-rienzi-last-roman/,"Rienzi, the Last of the Roman Tribunes",Rienzi: the last of the Roman tribunes.,"Bulwer-Lytton, Edward","lytton, edward bulwer lytton",1835,1893,http://lccn.loc.gov/07008093,"rienzo, cola di;fiction"
https://shakespeareandco.princeton.edu/books/carlyle-sartor-resartus/,Sartor Resartus,"Sartor resartus,","Carlyle, Thomas","carlyle, thomas",1836,1900,http://lccn.loc.gov/00004678,philosophers;conduct of life;clothing and dress;germany;fiction
https://shakespeareandco.princeton.edu/books/dickens-oliver-twist/,Oliver Twist,Oliver Twist.,"Dickens, Charles","ford, hugh;dickens, charles;new amsterdam theatre (new york, n.y.);carr, j. comyns (joseph comyns);tree, herbert beerbohm;theater playbills and programs collection (library of congress)",1837,1912,http://lccn.loc.gov/2012658924,united states;playbills;new york;new york (state)
https://shakespeareandco.princeton.edu/books/hawthorne-twice-told-tales/,Twice-Told Tales,"Twice-told tales,","Hawthorne, Nathaniel","hawthorne, nathaniel",1837,1865,http://lccn.loc.gov/08011001,
